param_set,exp_reg_weight,knn_k,idw_power,MAPE_24,MAPE_36,MAPE_48,MAE_24,MAE_36,MAE_48,RMSE_24,RMSE_36,RMSE_48
"(1.5, 9, 0.75)",1.5,9,0.75,0.43892512867398337,0.3849830321978688,0.3371610078514003,31369.52199584226,31932.055455468897,30648.922086918814,38629.0247381142,41279.47014194097,41025.76229697909
"(1.5, 9, 0.8)",1.5,9,0.8,0.43880176651556696,0.3851416529616478,0.33729458553400943,31408.493690559502,31992.893766781304,30679.702620745644,38667.06878195905,41334.288011566576,41097.99922143294
"(1.5, 9, 0.85)",1.5,9,0.85,0.4388871554644628,0.3854863609339872,0.33762105595260894,31457.760480035602,32072.98936255935,30722.990953066637,38726.90349811942,41414.04641093204,41194.865412978455
"(1.5, 9, 0.9)",1.5,9,0.9,0.439080286587867,0.38596529518830114,0.33811337440037537,31515.239389482787,32164.60484837206,30781.11233453395,38807.53892917948,41517.78483937342,41315.66426092411
"(1.5, 9, 0.95)",1.5,9,0.95,0.43938632223396795,0.3865580825592595,0.33881547566339176,31581.038887530704,32260.054185124154,30864.326150220433,38907.657258398154,41644.181854271636,41459.36977742958
"(1.5, 9, 1.0)",1.5,9,1.0,0.43977118220825095,0.387263163958627,0.3396747967438804,31649.767524689312,32362.266862941888,30969.73720649785,39025.66840471722,41791.6080952991,41624.65525198919
"(1.5, 9, 1.05)",1.5,9,1.05,0.44021118470928255,0.388068849090898,0.3407074269709613,31719.229229662287,32470.305358813544,31092.66897441539,39159.7705909326,41958.18343343326,41809.925477944955
"(1.5, 9, 1.1)",1.5,9,1.1,0.4407175979050127,0.38896615468604423,0.3419079795666841,31789.21962827742,32584.547575458808,31228.149855505464,39308.01278807824,42141.83602266612,42013.353167330664
"(1.5, 9, 1.15)",1.5,9,1.15,0.44129068070360444,0.38991509358211596,0.3431573394886261,31869.519791004335,32701.260989359238,31367.32302937772,39468.35660116987,42340.36201686428,42232.92081427183
"(1.5, 9, 1.2)",1.5,9,1.2,0.4419630236427029,0.39088823377230225,0.34444574906900516,31965.470020534867,32817.220118413956,31509.39635284596,39638.73552584691,42551.48500661974,42466.46880239737
"(1.5, 9, 1.25)",1.5,9,1.25,0.44273675476570984,0.39192232889691875,0.3457720528593126,32081.422284806515,32937.89929991554,31652.51123379422,39817.10965834343,42772.91395984542,42711.74925510079
"(1.5, 9, 1.3)",1.5,9,1.3,0.44350472783902256,0.3930373223764029,0.34719243342086714,32193.4819198734,33077.63022792768,31820.415611162152,40001.514066586315,43002.397961172726,42966.483569500866
"(1.5, 9, 1.35)",1.5,9,1.35,0.4442863388612478,0.3941480882644468,0.34862979354387125,32303.877705857354,33215.92352982544,31991.137108616,40190.09928674934,43237.775697201796,43228.42034027548
"(1.5, 9, 1.4)",1.5,9,1.4,0.44508683697934054,0.3953606337646688,0.3500875701081091,32413.414776929374,33374.33530539578,32163.703675680154,40381.162860265045,43477.017650477894,43495.38984774767
"(1.5, 9, 1.45)",1.5,9,1.45,0.44589861823488236,0.39660150232067487,0.3515443246884065,32519.961992511457,33534.53419944911,32334.800630686317,40573.17143270695,43718.25938417859,43765.351544223944
"(1.5, 9, 1.5)",1.5,9,1.5,0.44671679175063445,0.397843080650282,0.35297448479667815,32623.872284818586,33691.89456752392,32502.1244079423,40764.773596410036,43959.82501334736,44036.43186316964
"(1.5, 9, 1.55)",1.5,9,1.55,0.4475014590534293,0.39906846556363906,0.35439549237220935,32722.357207332203,33844.60746790958,32665.980595098496,40954.80425889802,44200.24078724888,44306.95090261466
"(1.5, 9, 1.6)",1.5,9,1.6,0.448280416020972,0.4002568809778898,0.3558293376924355,32819.72797522727,33991.99395473189,32828.985379709295,41142.281771692666,44438.239475159484,44575.43779064303
"(1.5, 9, 1.65)",1.5,9,1.65,0.44905957270281205,0.4014194665844191,0.35725746824234583,32916.56892230327,34136.36844775404,32996.59463854162,41326.39931660877,44672.75683125741,44840.635594226434
"(1.5, 9, 1.7)",1.5,9,1.7,0.4498399206338908,0.4025446281606514,0.358657671700933,33011.27779555229,34274.909419365904,33164.09378578155,41506.512120999774,44902.9217585096,45101.497358735905
"(1.5, 9, 1.75)",1.5,9,1.75,0.4505924413057866,0.403693571193083,0.36002278980544544,33101.43988138526,34413.10609901471,33327.738263323794,41682.1219927859,45128.04190193575,45357.17524081668
"(1.5, 9, 1.8)",1.5,9,1.8,0.4513168217396856,0.4048162310110027,0.36135699762018664,33187.4984643747,34546.468378992,33487.08235165659,41852.86047882354,45347.5863229512,45607.00476897149
"(1.5, 9, 1.85)",1.5,9,1.85,0.4520089527874626,0.40590985719638634,0.36265115152656846,33269.18343905306,34675.856894622615,33640.40865548821,42018.47170591447,45561.16670007821,45850.48611625087
"(1.5, 9, 1.9)",1.5,9,1.9,0.45271163661751085,0.4069577371683065,0.36389283820633095,33348.86169608088,34798.88638288503,33786.637695266574,42178.79570443704,45768.51822799431,46087.26398612985
"(1.5, 9, 1.95)",1.5,9,1.95,0.45340005086462903,0.4079712207274083,0.3650849447351937,33425.51159716806,34916.49468605832,33926.19903934522,42333.752770368104,45969.4810964985,46317.10737217673
"(1.5, 9, 2.0)",1.5,9,2.0,0.4540789302315689,0.40896812162242496,0.3662262408677167,33501.10467492484,35034.89116168635,34059.051217589404,42483.32921046404,46163.98315839547,46539.89011066359
"(1.5, 10, 0.0)",1.5,10,0.0,0.4614721279506244,0.40833831810816407,0.3577058739789665,32122.289693559746,33148.91577890889,31807.68439281138,40113.461561440636,42662.394166421676,42069.798195881434
"(1.5, 10, 0.05)",1.5,10,0.05,0.45927280952813004,0.4060758933707027,0.35557052642182524,31996.46445722846,32985.52792281452,31649.0397184227,39918.73507808674,42458.09606932088,41878.56602821213
"(1.5, 10, 0.1)",1.5,10,0.1,0.45708986232924503,0.40389106281145465,0.3534134154853577,31874.129173196456,32838.02436448618,31488.312717487883,39727.30614466474,42257.91492081036,41693.41735513874
"(1.5, 10, 0.15)",1.5,10,0.15,0.4549437378652299,0.4017280945026867,0.3512663547606486,31757.934201000236,32697.294720598136,31329.618075164246,39540.6341415162,42063.44931814682,41515.91244830996
"(1.5, 10, 0.2)",1.5,10,0.2,0.4528777630551417,0.3995797488692613,0.34915371583879007,31650.26824588353,32559.20481267265,31172.853219974728,39360.356171065985,41876.48682735614,41347.75251456201
"(1.5, 10, 0.25)",1.5,10,0.25,0.4508558789402213,0.39750552265179906,0.3472190637174686,31546.110083858504,32426.1157618339,31037.366507321618,39188.271803719945,41698.9889197128,41190.76069790615
"(1.5, 10, 0.3)",1.5,10,0.3,0.4489106704476817,0.3954940006568059,0.3453148968304406,31448.039254316907,32298.98228039407,30905.49656368114,39026.31601608784,41533.06341619537,41046.8527073392
"(1.5, 10, 0.35)",1.5,10,0.35,0.4470160429937594,0.3936469517096717,0.3434543011970199,31352.64789173725,32191.737124732503,30776.504942211053,38876.51877284021,41380.92262306806,40917.99635564821
"(1.5, 10, 0.4)",1.5,10,0.4,0.4452888833907053,0.39192332197477314,0.3418523758972303,31273.723197326693,32095.652311608777,30679.344617312563,38740.950757706756,41244.8264946009,40806.16052200226
"(1.5, 10, 0.45)",1.5,10,0.45,0.4436732994728046,0.39028695552824344,0.34047501461602875,31202.961387024912,32004.09607756679,30599.955590422964,38621.65633028725,41127.011869880254,40713.25554639813
"(1.5, 10, 0.5)",1.5,10,0.5,0.4421796625466204,0.3887606342087916,0.3391939012565175,31138.57779562415,31917.148852501,30525.058123516897,38520.57671473385,41029.61091631739,40641.06854477721
"(1.5, 10, 0.55)",1.5,10,0.55,0.44087439943568024,0.38737738134172794,0.3380533774633678,31085.190837859875,31838.531173861185,30455.422873646363,38439.46838669524,40954.56403040866,40591.19827518854
"(1.5, 10, 0.6)",1.5,10,0.6,0.4397763330744642,0.3861138839596117,0.3370993765246729,31055.14644032313,31765.909550547705,30407.433303117643,38379.82316685205,40903.53414099646,40564.9947115305
"(1.5, 10, 0.65)",1.5,10,0.65,0.4388799797370802,0.3850753410060261,0.33629697185623647,31041.950274783954,31711.062437870984,30372.400774695754,38342.79719191568,40877.83015091948,40563.50822342491
"(1.5, 10, 0.7)",1.5,10,0.7,0.4382833934854465,0.3843951554088477,0.33582320223725,31058.05165734933,31689.815738702204,30363.031513458827,38329.15539922312,40878.34676354204,40587.45217797048
"(1.5, 10, 0.75)",1.5,10,0.75,0.43786993686504,0.3839723920472583,0.33576748782456783,31086.948056161928,31693.861520502756,30391.25325299161,38339.23640625209,40905.52606364863,40637.18098200888
"(1.5, 10, 0.8)",1.5,10,0.8,0.4376674183868901,0.3838805345408248,0.3359513627851438,31133.077214609668,31725.214290280208,30436.586411827808,38372.94004030932,40959.343259301284,40712.68338411785
"(1.5, 10, 0.85)",1.5,10,0.85,0.4376364614009841,0.3839905291378625,0.3363074296171864,31188.789545481006,31772.641015880654,30493.46113356844,38429.73692684837,41039.31566046675,40813.5887858727
"(1.5, 10, 0.9)",1.5,10,0.9,0.43785138717009187,0.3843635411974148,0.3367916820337196,31262.278457144177,31855.33557029179,30558.169773836562,38508.6972019812,41144.53119171316,40939.183005659965
"(1.5, 10, 0.95)",1.5,10,0.95,0.4381379459406675,0.384888672767111,0.3374400701687596,31337.391312979056,31955.055806545726,30638.546397270344,38608.534081171005,41273.6912502841,41088.42985701338
"(1.5, 10, 1.0)",1.5,10,1.0,0.4384996875337137,0.385576807740406,0.33822193664799205,31414.325623309986,32064.79423443134,30731.864091615465,38727.65777978611,41425.162746061294,41259.99605374299
"(1.5, 10, 1.05)",1.5,10,1.05,0.43892710733192064,0.3863711622436933,0.3391272138163989,31492.52575141045,32180.264774346102,30837.907030393988,38864.23582763825,41597.035313231296,41452.27881036055
"(1.5, 10, 1.1)",1.5,10,1.1,0.43942288130803586,0.3872754878038013,0.34029823276209725,31571.459103228088,32305.245443910848,30968.426700101067,39016.25664216421,41787.181214032724,41663.43722991936
"(1.5, 10, 1.15)",1.5,10,1.15,0.4399732277958745,0.3882560593116022,0.34155156331834224,31650.33052848745,32434.47877925104,31107.198546905252,39181.593891705896,41993.31663634254,41891.429408088734
"(1.5, 10, 1.2)",1.5,10,1.2,0.44064761334261593,0.38927482064472857,0.34282954400587007,31752.535926660326,32562.34954248119,31251.91918815808,39358.06950559598,42213.063531613545,42134.05680150617
"(1.5, 10, 1.25)",1.5,10,1.25,0.44140144251748303,0.39033848913802627,0.3441606159426608,31866.195769657417,32690.471710462363,31400.50813456362,39543.51324111123,42444.0108887916,42389.01600781373
"(1.5, 10, 1.3)",1.5,10,1.3,0.44221500626976934,0.3915005519912206,0.3455254428230122,31989.299253787525,32836.649112012106,31558.164738784435,39735.81671056354,42683.77373688378,42653.95626122407
"(1.5, 10, 1.35)",1.5,10,1.35,0.44302466304647653,0.3926721829187739,0.34698495589052547,32108.384412525826,32985.77734883972,31735.77398378998,39932.979913775234,42930.04763609039,42926.539331527354
"(1.5, 10, 1.4)",1.5,10,1.4,0.443869369727555,0.39389928505331734,0.34847453601339906,32227.97406476285,33145.845064784095,31916.889218082906,40133.148718699005,43180.656262642595,43204.49762380512
"(1.5, 10, 1.45)",1.5,10,1.45,0.4447110944155367,0.39518386745971246,0.3499966659855508,32343.50781453774,33315.12693384615,32101.083030232192,40334.64236603958,43433.59001893514,43485.6862957976
"(1.5, 10, 1.5)",1.5,10,1.5,0.4455622713458335,0.39647476345933164,0.3514916758797374,32455.808883232698,33482.59426929876,32279.310789286777,40535.97083095183,43687.03432260058,43768.126021960095
"(1.5, 10, 1.55)",1.5,10,1.55,0.4463949463410482,0.3977321890257119,0.352987560036213,32563.59835947501,33644.54752867152,32454.037322908465,40735.84261331826,43939.3871508524,44050.03432935405
"(1.5, 10, 1.6)",1.5,10,1.6,0.44721341661978675,0.3989525898488551,0.354462850509534,32666.865831502848,33799.687409421116,32625.970818542788,40933.164126502095,44189.266326794736,44329.84485381624
"(1.5, 10, 1.65)",1.5,10,1.65,0.4480357824273047,0.40015623226859753,0.35592512946494215,32770.756599164386,33951.963159830135,32797.164479428415,41127.03224275674,44435.507768430434,44606.215121927366
"(1.5, 10, 1.7)",1.5,10,1.7,0.4488581848220813,0.4013399306428419,0.3573786464561638,32874.09671722108,34100.52327734345,32975.031752103525,41316.72171730058,44677.15639278558,44878.024380265684
"(1.5, 10, 1.75)",1.5,10,1.75,0.4496587255016813,0.40252291839004356,0.35878299342033665,32972.36380473759,34245.54480326878,33145.40646404626,41501.669181349214,44913.451565592,45144.36351416436
"(1.5, 10, 1.8)",1.5,10,1.8,0.45042650601095857,0.40367741441434524,0.3601502149877972,33065.93787542662,34385.345167440464,33311.19481378629,41681.45522008059,45143.80895283064,45404.5192600879
"(1.5, 10, 1.85)",1.5,10,1.85,0.45115495586351384,0.4048153579536641,0.3614725067605788,33154.20535048863,34522.531774996976,33471.37430773712,41855.78579356562,45367.800431807285,45657.95480500216
"(1.5, 10, 1.9)",1.5,10,1.9,0.45187447016755805,0.40591016840760935,0.3627571856059476,33239.174674719296,34653.86363943571,33625.6163862358,42024.473969497354,45585.13342778774,45904.28858297723
"(1.5, 10, 1.95)",1.5,10,1.95,0.45258132680075847,0.40696591972553164,0.3639904345345807,33320.56883502927,34779.1413328894,33772.64390069652,42187.42265543556,45795.63071860386,46143.27271411381
"(1.5, 10, 2.0)",1.5,10,2.0,0.4532725356095046,0.4079950453663062,0.3652132305526412,33399.55353164767,34901.100169545374,33915.153595390075,42344.60877015538,45999.21143830773,46374.77215252131
"(1.5, 11, 0.0)",1.5,11,0.0,0.465819722211623,0.4111642271595559,0.3603897058615105,32118.257884916704,33001.97725296888,31738.912293834273,39896.67846343757,42292.437665836886,41809.40848378968
"(1.5, 11, 0.05)",1.5,11,0.05,0.463450719247552,0.4087333788724826,0.3580354670570633,31986.9299965217,32845.02125737311,31567.29398319817,39708.75325354053,42099.06559669796,41620.87768269157
"(1.5, 11, 0.1)",1.5,11,0.1,0.461096064645493,0.4063679646876121,0.3557003916691657,31859.704155729898,32695.363483807705,31398.406213149014,39523.08345837582,41909.10083124639,41438.285094821666
"(1.5, 11, 0.15)",1.5,11,0.15,0.4587506096015015,0.40405891935051186,0.35336947991650575,31735.764249026564,32555.27907538995,31230.047855597903,39341.087391103974,41724.10968341066,41263.28415742556
"(1.5, 11, 0.2)",1.5,11,0.2,0.45642687956819,0.4017933442591504,0.351076077091816,31614.963971062283,32422.54523374768,31067.317546728853,39164.371658340955,41545.845189173044,41097.65234345782
"(1.5, 11, 0.25)",1.5,11,0.25,0.45415843074454704,0.39954551646965925,0.34881709336991884,31503.8296668445,32292.743253238867,30911.257541779254,38994.71903536679,41376.233028786664,40943.265676553165
"(1.5, 11, 0.3)",1.5,11,0.3,0.4519295380995752,0.39735165131376887,0.3466905480448872,31397.677370680147,32167.277803673474,30770.255530738003,38834.06514707517,41217.34673347448,40802.06510309399
"(1.5, 11, 0.35)",1.5,11,0.35,0.449832062873308,0.39521282311429573,0.3447137183845399,31302.583950153155,32042.82780148596,30653.027573345207,38684.46227722648,41071.3704927049,40676.014790377165
"(1.5, 11, 0.4)",1.5,11,0.4,0.44782024790908537,0.3932524795252702,0.34281937330941675,31213.368676600578,31933.772702326627,30544.083936128263,38548.02943168504,40940.54858080009,40567.05319579557
"(1.5, 11, 0.45)",1.5,11,0.45,0.44598024815761744,0.3914838054535088,0.3411190288987826,31135.6226027634,31841.501082981024,30449.713903957214,38426.889100402586,40827.12164610237,40477.038706622414
"(1.5, 11, 0.5)",1.5,11,0.5,0.4442457616204882,0.3898455363412311,0.3396693973431301,31063.289714009832,31756.614422646682,30377.35637943957,38323.09292744877,40733.251807603185,40407.69263189837
"(1.5, 11, 0.55)",1.5,11,0.55,0.4427480222183348,0.3883659811494364,0.3383418764118323,31007.58786304142,31687.43925375074,30310.9219876059,38238.54046650252,40660.94048033339,40360.54313148458
"(1.5, 11, 0.6)",1.5,11,0.6,0.44142556605328825,0.3870026845895323,0.3372119999648949,30966.329286500295,31627.172531498778,30259.185527302245,38174.89696735445,40611.944737340236,40336.87408684908
"(1.5, 11, 0.65)",1.5,11,0.65,0.44023525559569754,0.3858399522395484,0.3363324917052412,30931.37812694108,31576.325762497745,30225.3058137669,38133.51722133088,40587.6993283808,40337.6827908288
"(1.5, 11, 0.7)",1.5,11,0.7,0.4392576759052189,0.3848964524176245,0.335673924243081,30911.80283292051,31541.86450078477,30203.654380789456,38115.382467252595,40589.25171407923,40363.64955905143
"(1.5, 11, 0.75)",1.5,11,0.75,0.43854924558847996,0.3842541349073031,0.3355079556668533,30917.979063242692,31531.33557828216,30223.579159864174,38121.056041409945,40617.21630313836,40415.12093487619
"(1.5, 11, 0.8)",1.5,11,0.8,0.43815489356261594,0.3838785689984447,0.33557677448541995,30954.06856945001,31541.734597544884,30272.320637247944,38150.661040515275,40671.75154236058,40492.106231975114
"(1.5, 11, 0.85)",1.5,11,0.85,0.4379598458027664,0.3838193211611129,0.33588817821436906,31008.067625477655,31582.28346715832,30342.522219415107,38203.88033945624,40752.560158801636,40594.2851482542
"(1.5, 11, 0.9)",1.5,11,0.9,0.4379854570424187,0.3839943700717459,0.3363476397247902,31076.137881108567,31646.44952928326,30420.437188006326,38279.976659421074,40858.90965020631,40721.022729960925
"(1.5, 11, 0.95)",1.5,11,0.95,0.43819810381158747,0.38442162226494786,0.33691230902884955,31154.705130623886,31737.50557070599,30500.67664694268,38377.82869883375,40989.66805045658,40871.38768757753
"(1.5, 11, 1.0)",1.5,11,1.0,0.43849554797606694,0.3849947169403205,0.3376395364570538,31235.82379938964,31842.043705405977,30590.67209112706,38495.97889070337,41143.349600161935,41044.171209553104
"(1.5, 11, 1.05)",1.5,11,1.05,0.4388704705320938,0.3857020867583302,0.3385069592343527,31318.938070648852,31955.705362928922,30694.94924604406,38632.68890003669,41318.16605121646,41237.90561706131
"(1.5, 11, 1.1)",1.5,11,1.1,0.43929767373427475,0.3865296135268586,0.33962935106422765,31401.77716029611,32078.40681494357,30826.610003165195,38785.99995127922,41512.08115448012,41450.88456749225
"(1.5, 11, 1.15)",1.5,11,1.15,0.43982996681288056,0.3874369739804672,0.34087444515361964,31490.384649057225,32202.92574267975,30966.506293446284,38953.79588973875,41722.867479185734,41681.188048902135
"(1.5, 11, 1.2)",1.5,11,1.2,0.44042078903948595,0.38842174388391576,0.34214251685728214,31579.032921740523,32335.8901777132,31106.740195261944,39133.86720325254,41948.16543886953,41926.71547373603
"(1.5, 11, 1.25)",1.5,11,1.25,0.4411026025673281,0.3894478500107293,0.34347929143037054,31686.303791993647,32468.062587578002,31256.8431931548,39323.97408134643,42185.544126911715,42185.22876713417
"(1.5, 11, 1.3)",1.5,11,1.3,0.44189867455843357,0.39057481506401304,0.34484930678931597,31813.363196010458,32606.343444222053,31408.09285200585,39521.90623986132,42432.56263875033,42454.40501794459
"(1.5, 11, 1.35)",1.5,11,1.35,0.4427241618800072,0.39179094129884073,0.3462905952621854,31943.0986891346,32768.58721876102,31579.977434942703,39725.537020931064,42686.82953445982,42731.8958608642
"(1.5, 11, 1.4)",1.5,11,1.4,0.4435895310423197,0.39304243771147923,0.3478061715508306,32073.704311201094,32931.2269325096,31761.47386044736,39932.86941757997,42946.05746514863,43015.389042055984
"(1.5, 11, 1.45)",1.5,11,1.45,0.4444479435719645,0.3943497702061385,0.3493397123224403,32199.554792870047,33105.1662193219,31950.81153229471,40142.07221690779,43208.10999850711,43302.667004235715
"(1.5, 11, 1.5)",1.5,11,1.5,0.4453234746373121,0.39567344687096245,0.35084801374105373,32321.66572094254,33284.55680089512,32134.383868979792,40351.505296417396,43471.03831034885,43591.65781918983
"(1.5, 11, 1.55)",1.5,11,1.55,0.4461837965722671,0.39698447840553375,0.3523262004553712,32439.040736306382,33459.35274503222,32311.975855637902,40559.73405352209,43733.10644585455,43880.47509306795
"(1.5, 11, 1.6)",1.5,11,1.6,0.4470196375352712,0.39825625404859033,0.3537714752877684,32550.81120515926,33627.43406839135,32484.973798547057,40765.533808187356,43992.805012048375,44167.445132761466
"(1.5, 11, 1.65)",1.5,11,1.65,0.4478809841345985,0.3994863014731464,0.3552530218605537,32665.193437855487,33789.59092046749,32660.584192323593,40967.88565909397,44248.85419206818,44451.121277953214
"(1.5, 11, 1.7)",1.5,11,1.7,0.44873089834110386,0.4006912607833044,0.35670434484348207,32776.74447488719,33948.11241037438,32834.13027242279,41165.96563736357,44500.197715008544,44730.28658916864
"(1.5, 11, 1.75)",1.5,11,1.75,0.4495535099993104,0.40186021937256405,0.35814458638340446,32882.69901863784,34100.98219250098,33013.59972748958,41359.129099268626,44745.989818495684,45003.946909715625
"(1.5, 11, 1.8)",1.5,11,1.8,0.45035454298731725,0.403037122882797,0.35955599511844827,32984.16984592739,34250.79714052032,33189.084738810445,41546.892185013465,44985.577331964596,45271.316691975706
"(1.5, 11, 1.85)",1.5,11,1.85,0.45111412342213814,0.40421997951121674,0.36092395490645784,33079.817171538045,34397.7868559627,33358.66550996959,41728.91191732749,45218.478861141135,45531.79998120227
"(1.5, 11, 1.9)",1.5,11,1.9,0.4518334981565064,0.4053526691974456,0.36225925290435135,33169.891627688514,34537.321167785194,33522.765062027596,41904.96619192057,45444.36275775229,45784.96870097171
"(1.5, 11, 1.95)",1.5,11,1.95,0.45251731761519454,0.4064407784434983,0.3635394392860971,33254.81609727045,34670.04573739147,33678.97751339536,42074.93457860256,45663.02519475353,46030.53999915057
"(1.5, 11, 2.0)",1.5,11,2.0,0.45321990456600536,0.407499146076259,0.36476290877162143,33338.28679726684,34798.892809095305,33827.26570681411,42238.78054570545,45874.36929902491,46268.353984510584
"(1.5, 12, 0.0)",1.5,12,0.0,0.46501051345681155,0.4102236748005533,0.3600698360196226,31685.54316917927,32526.519734570065,31409.307732362686,39276.89098182715,41652.37061707523,41473.92962994748
"(1.5, 12, 0.05)",1.5,12,0.05,0.462596651618723,0.40768665668270454,0.3576362787167328,31565.878183332235,32366.94453398406,31237.04437956632,39100.116991440766,41463.15734673668,41272.561545724864
"(1.5, 12, 0.1)",1.5,12,0.1,0.46016427508340485,0.40518120231984434,0.35520057051951437,31445.957442004386,32214.78495048338,31067.799821936518,38925.870532919216,41278.10145623446,41077.82077806726
"(1.5, 12, 0.15)",1.5,12,0.15,0.45777768768488913,0.40273414211282155,0.3527919482472268,31333.333195339386,32069.85338335292,30902.778558665694,38755.56844604599,41098.828793692155,40891.574591046796
"(1.5, 12, 0.2)",1.5,12,0.2,0.4554032979595675,0.4004240771053498,0.3504185776020717,31222.478748948277,31945.362652394375,30739.334004567463,38590.80696819431,40927.13922329419,40715.809202718236
"(1.5, 12, 0.25)",1.5,12,0.25,0.45305012467054084,0.39817453489738586,0.3481169197587179,31113.136917886277,31829.0701501761,30588.243216348677,38433.34825565484,40764.98735743316,40552.59262497384
"(1.5, 12, 0.3)",1.5,12,0.3,0.4507431876515941,0.3959595229648858,0.3459575221047063,31007.81444834938,31713.79465330937,30461.972202681365,38285.096941966694,40614.45398462741,40404.02963359653
"(1.5, 12, 0.35)",1.5,12,0.35,0.4484977427389091,0.3938609284078058,0.34399301576358343,30906.812683683886,31610.79472352612,30360.691829581214,38148.065437228055,40477.707363212074,40272.21031546426
"(1.5, 12, 0.4)",1.5,12,0.4,0.4463837464929231,0.3918675070849682,0.34211495611042275,30814.782562413406,31516.402592736744,30264.425335087384,38024.32718718236,40356.953909076714,40159.154274720255
"(1.5, 12, 0.45)",1.5,12,0.45,0.4444376705113555,0.39000941901642583,0.3402932503092265,30740.04837593314,31430.826233542808,30168.008067010094,37915.95804563176,40254.378492404685,40066.75313765565
"(1.5, 12, 0.5)",1.5,12,0.5,0.4426573138508266,0.3883595078103208,0.3386477199106042,30678.004753577996,31361.537680635178,30087.22441563853,37824.96729512933,40172.075648137084,39996.71439890061
"(1.5, 12, 0.55)",1.5,12,0.55,0.4411161792708672,0.38684004850017406,0.33733744420560263,30634.645823626874,31297.461639086087,30036.961969704564,37753.22155670554,40111.974465686784,39950.509824144465
"(1.5, 12, 0.6)",1.5,12,0.6,0.43978680876250387,0.3854368518000291,0.3362479786809534,30604.429844008515,31236.64710209928,30003.596120205293,37702.36655705258,40075.76156413146,39929.3315159342
"(1.5, 12, 0.65)",1.5,12,0.65,0.4385807966764741,0.3842246020156247,0.33531042598059696,30578.666293673956,31185.21716154027,29976.878961788934,37673.75302511794,40064.80801019542,39934.058334345704
"(1.5, 12, 0.7)",1.5,12,0.7,0.4375539117743278,0.38336514751452677,0.33457149380756335,30566.916105601435,31173.20925374952,29964.0074763719,37668.37339787524,40080.10679502024,39965.23461862042
"(1.5, 12, 0.75)",1.5,12,0.75,0.4368509295399684,0.38278232573819493,0.33432484334252754,30585.527597297558,31187.486139578792,29990.682066762245,37686.8152094928,40122.227061257945,40023.06203721576
"(1.5, 12, 0.8)",1.5,12,0.8,0.43645235025827356,0.3824087391734911,0.3343713989964713,30633.701836545846,31214.46926854416,30040.897085097986,37729.23503654171,40191.28942976475,40107.403901697966
"(1.5, 12, 0.85)",1.5,12,0.85,0.4362272708650847,0.3823618101010455,0.33461915171880074,30689.16623300613,31263.549554000503,30102.6298313549,37795.35411275003,40286.963779967,40217.79959584138
"(1.5, 12, 0.9)",1.5,12,0.9,0.43620403321838364,0.38254455067976684,0.33510481871489023,30762.717364890366,31339.307336697977,30186.460738003465,37884.4739690239,40408.487506483965,40353.48535842996
"(1.5, 12, 0.95)",1.5,12,0.95,0.4364577016022837,0.38292153318368355,0.3357177107153039,30851.823273833994,31430.617671781416,30282.304654559197,37995.50848282348,40554.699697396325,40513.41715161507
"(1.5, 12, 1.0)",1.5,12,1.0,0.4368054303212549,0.3835577114182576,0.33644498173867154,30942.75501437064,31552.433511302814,30384.873917838988,38127.02798977688,40724.0856995629,40696.29220603981
"(1.5, 12, 1.05)",1.5,12,1.05,0.43721779589123616,0.3843211566412765,0.33735208527693883,31033.178866124992,31683.623718565388,30497.08300980368,38277.31153717944,40914.82729819031,40900.56797141596
"(1.5, 12, 1.1)",1.5,12,1.1,0.43772856504976654,0.3852110230482207,0.33846838845122895,31131.97785904784,31820.142026141395,30626.482433611625,38444.4044055518,41124.85561846288,41124.47988356343
"(1.5, 12, 1.15)",1.5,12,1.15,0.4383292483731334,0.3861654471680881,0.3397243029703222,31234.688236076472,31959.22093243512,30771.861198932405,38626.17901195732,41351.90582653637,41366.061506157275
"(1.5, 12, 1.2)",1.5,12,1.2,0.4389907972832505,0.3871694805876735,0.3410635433187495,31335.92620007004,32097.61710372931,30925.327484215482,38820.39776490159,41593.57387269319,41623.17131573071
"(1.5, 12, 1.25)",1.5,12,1.25,0.43970922177497335,0.3882522591616298,0.3424476232586127,31440.310704365424,32238.210596543282,31082.257204201287,39024.776280889564,41847.375518775196,41893.52937641222
"(1.5, 12, 1.3)",1.5,12,1.3,0.4405449511653212,0.3894013795074186,0.3438438859243306,31571.508570540736,32378.69802225231,31240.026776942435,39237.04485303805,42110.80695404669,42174.764805874416
"(1.5, 12, 1.35)",1.5,12,1.35,0.44143181669545967,0.390638974168784,0.34528429874968336,31712.227620854042,32539.612659523118,31409.828245328208,39455.00558042358,42381.40502055505,42464.472139097576
"(1.5, 12, 1.4)",1.5,12,1.4,0.4423695238666201,0.3919378562870898,0.34681869678202976,31855.559271615854,32710.590984160517,31597.41934151962,39676.58245000586,42656.80406396765,42760.272380970404
"(1.5, 12, 1.45)",1.5,12,1.45,0.44331288521347895,0.39326637263858055,0.34840250733116274,31996.019745717706,32882.382850666945,31788.426766834942,39899.862042352695,42934.78609643095,43059.87333350198
"(1.5, 12, 1.5)",1.5,12,1.5,0.44426046002464137,0.39461779179668444,0.3499609153360861,32131.448579796288,33066.80999057552,31973.28081931158,40123.12333545329,43213.32138330453,43361.12386164687
